N,   px,sex, vx,           po,seo, vo,   lomin, lomax, lxmin, lxmax
30900,1.155,.278,24.9,1.0934,.0119,1.07,-5.667,3.72,-10145.332,6.957
31e3,1.151,.277,24.9,1.0937,.0119,1.07,-5.667,3.72,-10145.332,6.957
31100,1.147,.276,24.8,1.0939,.0119,1.07,-5.667,3.72,-10145.332,6.957
31200,1.146,.275,24.8,1.0941,.0119,1.07,-5.667,3.72,-10145.332,6.957
31300,1.143,.274,24.7,1.0946,.0118,1.07,-5.667,3.72,-10145.332,6.957
31400,1.139,.273,24.7,1.0946,.0118,1.07,-5.667,3.72,-10145.332,6.957
31500,1.136,.272,24.7,1.0944,.0118,1.07,-5.667,3.72,-10145.332,6.957
31600,1.133,.271,24.6,1.0949,.0118,1.07,-5.667,3.72,-10145.332,6.957
31700,1.129,.271,24.6,1.0951,.0117,1.07,-5.667,3.72,-10145.332,6.957
31800,1.134,.27,24.6,1.0951,.0117,1.07,-5.667,3.72,-10145.332,6.957
31900,1.132,.269,24.5,1.0957,.0117,1.07,-5.667,3.72,-10145.332,6.957
32e3,1.129,.269,24.5,1.0953,.0117,1.07,-5.667,3.72,-10145.332,6.957
32100,1.126,.268,24.5,1.095,.0117,1.07,-5.667,3.72,-10145.332,6.957
32200,1.122,.267,24.4,1.0953,.0116,1.07,-5.667,3.72,-10145.332,6.957
32300,1.143,.27,24.8,1.0948,.0116,1.07,-5.667,3.72,-10145.332,6.957
32400,1.139,.269,24.7,1.0948,.0116,1.07,-5.667,3.72,-10145.332,6.957
32500,1.136,.268,24.7,1.0945,.0116,1.06,-5.667,3.72,-10145.332,6.957
32600,1.132,.268,24.7,1.0945,.0116,1.06,-5.667,3.72,-10145.332,6.957
32700,1.146,.269,24.8,1.094,.0115,1.06,-5.667,3.72,-10145.332,6.957
32800,1.142,.268,24.8,1.0938,.0115,1.06,-5.667,3.72,-10145.332,6.957
32900,1.139,.267,24.7,1.0935,.0115,1.06,-5.667,3.72,-10145.332,6.957
33e3,1.135,.266,24.7,1.0938,.0115,1.06,-5.667,3.72,-10145.332,6.957
33100,1.132,.266,24.6,1.0941,.0114,1.06,-5.667,3.72,-10145.332,6.957
33200,1.131,.265,24.6,1.0944,.0114,1.06,-5.667,3.72,-10145.332,6.957
33300,1.141,.265,24.7,1.0941,.0114,1.06,-5.667,3.72,-10145.332,6.957
33400,1.138,.264,24.7,1.0941,.0114,1.06,-5.667,3.72,-10145.332,6.957
33500,1.134,.264,24.6,1.0942,.0114,1.06,-5.667,3.72,-10145.332,6.957
33600,1.131,.263,24.6,1.0944,.0114,1.06,-5.667,3.72,-10145.332,6.957
33700,1.133,.262,24.6,1.0942,.0113,1.06,-5.667,3.72,-10145.332,6.957
33800,1.167,.268,25.2,1.0941,.0113,1.06,-5.667,3.72,-10145.332,6.957
33900,1.166,.267,25.1,1.0943,.0113,1.06,-5.667,3.72,-10145.332,6.957
34e3,1.164,.267,25.1,1.0943,.0113,1.06,-5.667,3.72,-10145.332,6.957
34100,1.167,.266,25.1,1.0945,.0113,1.06,-5.667,3.72,-10145.332,6.957
34200,1.164,.265,25,1.0953,.0113,1.07,-5.667,3.72,-10145.332,6.957
34300,1.16,.265,25,1.0954,.0113,1.07,-5.667,3.72,-10145.332,6.957
34400,1.159,.264,25,1.0955,.0113,1.07,-5.667,3.72,-10145.332,6.957
34500,1.155,.263,24.9,1.0953,.0112,1.07,-5.667,3.72,-10145.332,6.957
34600,1.156,.262,24.9,1.0951,.0112,1.06,-5.667,3.72,-10145.332,6.957
34700,1.153,.262,24.9,1.0947,.0112,1.06,-5.667,3.72,-10145.332,6.957
34800,1.15,.261,24.8,1.0941,.0112,1.06,-5.667,3.72,-10145.332,6.957
34900,1.147,.26,24.8,1.0941,.0112,1.06,-5.667,3.72,-10145.332,6.957
35e3,1.156,.26,24.8,1.094,.0111,1.06,-5.667,3.72,-10145.332,6.957
35100,1.154,.26,24.8,1.0939,.0111,1.06,-5.667,3.72,-10145.332,6.957
35200,1.15,.259,24.8,1.0943,.0111,1.06,-5.667,3.72,-10145.332,6.957
35300,1.16,.259,24.9,1.0943,.0111,1.06,-5.667,3.72,-10145.332,6.957
35400,1.157,.259,24.8,1.0941,.0111,1.06,-5.667,3.72,-10145.332,6.957
35500,1.153,.258,24.8,1.0943,.011,1.06,-5.667,3.72,-10145.332,6.957
35600,1.15,.257,24.8,1.0941,.011,1.06,-5.667,3.72,-10145.332,6.957
35700,1.147,.256,24.7,1.0941,.011,1.06,-5.667,3.72,-10145.332,6.957
35800,1.144,.256,24.7,1.0937,.011,1.06,-5.667,3.72,-10145.332,6.957
35900,1.141,.255,24.7,1.0936,.011,1.06,-5.667,3.72,-10145.332,6.957
36e3,1.145,.255,24.7,1.0932,.011,1.06,-5.667,3.72,-10145.332,6.957
36100,1.143,.254,24.6,1.093,.0109,1.06,-5.667,3.72,-10145.332,6.957
36200,1.14,.253,24.6,1.0931,.0109,1.06,-5.667,3.72,-10145.332,6.957
36300,1.138,.253,24.6,1.0938,.0109,1.06,-5.667,3.72,-10145.332,6.957
36400,1.135,.252,24.5,1.0938,.0109,1.06,-5.667,3.72,-10145.332,6.957
36500,1.132,.251,24.5,1.0942,.0109,1.06,-5.667,3.72,-10145.332,6.957
36600,1.129,.251,24.5,1.094,.0109,1.06,-5.667,3.72,-10145.332,6.957
36700,1.126,.25,24.4,1.0937,.0109,1.06,-5.667,3.72,-10145.332,6.957
36800,1.124,.249,24.4,1.094,.0108,1.06,-5.667,3.72,-10145.332,6.957
36900,1.121,.249,24.4,1.0936,.0108,1.06,-5.667,3.72,-10145.332,6.957
37e3,1.118,.248,24.3,1.0937,.0108,1.06,-5.667,3.72,-10145.332,6.957
37100,1.115,.247,24.3,1.0934,.0108,1.06,-5.667,3.72,-10145.332,6.957
37200,1.112,.247,24.3,1.093,.0108,1.06,-5.667,3.72,-10145.332,6.957
37300,1.109,.246,24.2,1.093,.0107,1.06,-5.667,3.72,-10145.332,6.957
37400,1.107,.245,24.2,1.0931,.0107,1.06,-5.667,3.72,-10145.332,6.957
37500,1.104,.245,24.2,1.0932,.0107,1.06,-5.667,3.72,-10145.332,6.957
37600,1.101,.244,24.1,1.0928,.0107,1.06,-5.667,3.72,-10145.332,6.957
37700,1.102,.243,24.1,1.0924,.0107,1.06,-5.667,3.72,-10145.332,6.957
37800,1.1,.243,24.1,1.0917,.0107,1.06,-5.667,3.72,-10145.332,6.957
37900,1.097,.242,24,1.0916,.0106,1.06,-5.667,3.72,-10145.332,6.957
38e3,1.105,.242,24.1,1.0923,.0106,1.06,-5.667,3.72,-10145.332,6.957
38100,1.102,.242,24.1,1.0925,.0106,1.06,-5.667,3.72,-10145.332,6.957
38200,1.099,.241,24,1.0919,.0106,1.06,-5.667,3.72,-10145.332,6.957
38300,1.096,.241,24,1.092,.0106,1.06,-5.667,3.72,-10145.332,6.957
38400,1.093,.24,24,1.092,.0106,1.06,-5.667,3.72,-10145.332,6.957
38500,1.09,.239,24,1.0919,.0106,1.06,-5.667,3.72,-10145.332,6.957
38600,1.093,.239,23.9,1.0916,.0105,1.06,-5.667,3.72,-10145.332,6.957
38700,1.09,.238,23.9,1.0915,.0105,1.06,-5.667,3.72,-10145.332,6.957
38800,1.1,.239,24,1.091,.0105,1.05,-5.667,3.72,-10145.332,6.957
38900,1.097,.238,24,1.091,.0105,1.05,-5.667,3.72,-10145.332,6.957
39e3,1.095,.238,24,1.0912,.0105,1.05,-5.667,3.72,-10145.332,6.957
39100,1.092,.237,23.9,1.0909,.0104,1.05,-5.667,3.72,-10145.332,6.957
39200,1.089,.237,23.9,1.0907,.0104,1.05,-5.667,3.72,-10145.332,6.957
39300,1.086,.236,23.9,1.0913,.0105,1.06,-5.667,3.731,-10145.332,6.957
39400,1.084,.235,23.8,1.0914,.0105,1.06,-5.667,3.731,-10145.332,6.957
39500,1.081,.235,23.8,1.0915,.0105,1.06,-5.667,3.731,-10145.332,6.957
39600,1.079,.234,23.8,1.0915,.0104,1.06,-5.667,3.731,-10145.332,6.957
39700,1.076,.234,23.7,1.0911,.0104,1.06,-5.667,3.731,-10145.332,6.957
39800,1.099,.238,24.2,1.0912,.0104,1.06,-5.667,3.731,-10145.332,6.957
39900,1.101,.238,24.2,1.0909,.0104,1.06,-5.667,3.731,-10407.878,6.957
4e4,1.098,.237,24.2,1.0906,.0104,1.06,-5.667,3.731,-10407.878,6.957
40100,1.095,.237,24.2,1.0904,.0104,1.06,-5.667,3.731,-10407.878,6.957
40200,1.093,.236,24.1,1.0901,.0103,1.06,-5.667,3.731,-10407.878,6.957
40300,1.106,.237,24.3,1.0905,.0103,1.06,-5.667,3.731,-10407.878,6.957
40400,1.103,.237,24.3,1.0903,.0103,1.06,-5.667,3.731,-10407.878,6.957
40500,1.101,.236,24.3,1.0902,.0103,1.06,-5.667,3.731,-10407.878,6.957
40600,1.098,.236,24.2,1.0903,.0103,1.06,-5.667,3.731,-10407.878,6.957
40700,1.095,.235,24.2,1.09,.0103,1.06,-5.667,3.731,-10407.878,6.957
40800,1.093,.235,24.2,1.0896,.0103,1.06,-5.667,3.731,-10407.878,6.957
40900,1.091,.234,24.1,1.0907,.0103,1.06,-5.667,3.731,-10407.878,6.957
41e3,1.088,.233,24.1,1.0906,.0103,1.06,-5.667,3.731,-10407.878,6.957
41100,1.085,.233,24.1,1.0909,.0103,1.06,-5.667,3.731,-10407.878,6.957
41200,1.083,.232,24.1,1.0909,.0102,1.06,-5.667,3.731,-10407.878,6.957
41300,1.081,.232,24,1.0906,.0102,1.06,-5.667,3.731,-10407.878,6.957
41400,1.088,.232,24.1,1.0913,.0102,1.06,-5.667,3.731,-10407.878,6.957
41500,1.086,.231,24.1,1.0911,.0102,1.06,-5.667,3.731,-10407.878,6.957
41600,1.083,.231,24,1.0913,.0102,1.06,-5.667,3.731,-10407.878,6.957
41700,1.081,.23,24,1.0921,.0103,1.07,-5.667,3.998,-10407.878,6.957
41800,1.078,.23,24,1.0921,.0103,1.07,-5.667,3.998,-10407.878,6.957
41900,1.076,.229,23.9,1.0923,.0103,1.07,-5.667,3.998,-10407.878,6.957
42e3,1.073,.229,23.9,1.092,.0103,1.07,-5.667,3.998,-10407.878,6.957
42100,1.071,.228,23.9,1.0918,.0102,1.07,-5.667,3.998,-10407.878,6.957
42200,1.068,.228,23.9,1.0919,.0102,1.07,-5.667,3.998,-10407.878,6.957
42300,1.065,.227,23.8,1.0918,.0102,1.07,-5.667,3.998,-10407.878,6.957
42400,1.073,.227,23.9,1.0919,.0102,1.07,-5.667,3.998,-10407.878,6.957
42500,1.07,.227,23.9,1.0919,.0102,1.07,-5.667,3.998,-10407.878,6.957
42600,1.068,.226,23.8,1.0916,.0102,1.07,-5.667,3.998,-10407.878,6.957
42700,1.065,.226,23.8,1.0915,.0101,1.07,-5.667,3.998,-10407.878,6.957
42800,1.064,.225,23.8,1.0914,.0101,1.07,-5.667,3.998,-10407.878,6.957
42900,1.063,.225,23.7,1.0914,.0101,1.07,-5.667,3.998,-10407.878,6.957
43e3,1.06,.224,23.7,1.0912,.0101,1.07,-5.667,3.998,-10407.878,6.957
43100,1.058,.224,23.7,1.0909,.0101,1.07,-5.667,3.998,-10407.878,6.957
